trade_date,open,high,low,close,volume,dividend,in_sp500
1996-01-02,32.615114259612014,32.615114259612014,32.615114259612014,32.615114259612014,113860.54,0.0,0
1996-01-03,32.48791531399953,32.48791531399953,32.48791531399953,32.48791531399953,555153.1799999999,0.0,0
1996-01-04,32.33522211202373,32.33522211202373,32.33522211202373,32.33522211202373,71321.46,0.0,0
1996-01-05,32.96575894320819,32.96575894320819,32.96575894320819,32.96575894320819,25036.59,0.0,0
1996-01-08,32.32951979560428,32.32951979560428,32.32951979560428,32.32951979560428,10361.6,0.0,0
1996-01-09,32.58169005000999,32.58169005000999,32.58169005000999,32.58169005000999,95249.98,0.0,0
1996-01-10,33.47442835738027,33.47442835738027,33.47442835738027,33.47442835738027,278883.88,0.0,0
1996-01-11,33.57485164245241,33.57485164245241,33.57485164245241,33.57485164245241,273880.25,0.0,0
1996-01-12,32.62804082613525,32.62804082613525,32.62804082613525,32.62804082613525,67806.78,0.0,0
1996-01-15,31.85801906263846,31.85801906263846,31.85801906263846,31.85801906263846,114877.79999999999,0.0,0
1996-01-16,32.04598137510803,32.04598137510803,32.04598137510803,32.04598137510803,138872.93,0.0,0
1996-01-17,32.712537787710275,32.712537787710275,32.712537787710275,32.712537787710275,53676.39,0.0,0
1996-01-18,33.556521262633204,33.556521262633204,33.556521262633204,33.556521262633204,171402.8,0.0,0
1996-01-19,33.48605256798167,33.48605256798167,33.48605256798167,33.48605256798167,200562.0,0.0,0
1996-01-22,32.59532356967336,32.59532356967336,32.59532356967336,32.59532356967336,201066.91,0.0,0
1996-01-23,33.17552032921355,33.17552032921355,33.17552032921355,33.17552032921355,210397.09999999998,0.0,0
1996-01-24,32.581678515320625,32.581678515320625,32.581678515320625,32.581678515320625,177317.91,0.0,0
1996-01-25,32.25911989801895,32.25911989801895,32.25911989801895,32.25911989801895,162336.15,0.0,0
1996-01-26,31.991369202865396,31.991369202865396,31.991369202865396,31.991369202865396,175134.47999999998,0.0,0
1996-01-29,31.649061552394734,31.649061552394734,31.649061552394734,31.649061552394734,71349.3,0.0,0
1996-01-30,31.471826807701323,31.471826807701323,31.471826807701323,31.471826807701323,614221.46,0.0,0
1996-01-31,31.5693894708052,31.5693894708052,31.5693894708052,31.5693894708052,276875.76,0.0,0
1996-02-01,31.124261079266844,31.124261079266844,31.124261079266844,31.124261079266844,219419.0,0.0,0
1996-02-02,31.640923813182674,31.640923813182674,31.640923813182674,31.640923813182674,45969.2,0.0,0
1996-02-05,30.8657211797597,30.8657211797597,30.8657211797597,30.8657211797597,53602.579999999994,0.0,0
1996-02-06,31.05708865107421,31.05708865107421,31.05708865107421,31.05708865107421,125129.2,0.0,0
1996-02-07,30.653346498610244,30.653346498610244,30.653346498610244,30.653346498610244,227397.56,0.0,0
1996-02-08,31.536162877770217,31.536162877770217,31.536162877770217,31.536162877770217,90963.18,0.0,0
1996-02-09,32.01235893722454,32.01235893722454,32.01235893722454,32.01235893722454,61151.01,0.0,0
1996-02-12,32.04117006026804,32.04117006026804,32.04117006026804,32.04117006026804,95120.0,0.0,0
1996-02-13,32.15972238949103,32.15972238949103,32.15972238949103,32.15972238949103,55463.100000000006,0.0,0
1996-02-14,32.33016891815534,32.33016891815534,32.33016891815534,32.33016891815534,97863.92,0.0,0
1996-02-15,31.903410688435688,31.903410688435688,31.903410688435688,31.903410688435688,178899.0,0.0,0
1996-02-16,31.329149296043845,31.329149296043845,31.329149296043845,31.329149296043845,298292.88,0.0,0
1996-02-20,30.981395738857756,30.981395738857756,30.981395738857756,30.981395738857756,271359.72000000003,0.0,0
1996-02-21,30.491889686183804,30.491889686183804,30.491889686183804,30.491889686183804,831331.98,0.0,0
1996-02-22,29.842412435868088,29.842412435868088,29.842412435868088,29.842412435868088,232592.76,0.0,0
1996-02-23,30.475071579508494,30.475071579508494,30.475071579508494,30.475071579508494,241615.5,0.0,0
1996-02-26,29.832047569180865,29.832047569180865,29.832047569180865,29.832047569180865,1041581.2799999999,0.0,0
1996-02-27,29.008683056271476,29.008683056271476,29.008683056271476,29.008683056271476,449456.29,0.0,0
1996-02-28,28.57935454703866,28.57935454703866,28.57935454703866,28.57935454703866,292914.45,0.0,0
1996-02-29,28.482184741578727,28.482184741578727,28.482184741578727,28.482184741578727,132251.42,0.0,0
1996-03-01,29.029042688617043,29.029042688617043,29.029042688617043,29.029042688617043,132450.57,0.0,0
1996-03-04,29.870884926586935,29.870884926586935,29.870884926586935,29.870884926586935,157139.7,0.0,0
1996-03-05,30.623631226736922,30.623631226736922,30.623631226736922,30.623631226736922,86259.05,0.0,0
1996-03-06,31.496404716698922,31.496404716698922,31.496404716698922,31.496404716698922,134196.48,0.0,0
1996-03-07,31.634988897452395,31.634988897452395,31.634988897452395,31.634988897452395,99138.29,0.0,0
1996-03-08,32.087369238685966,32.087369238685966,32.087369238685966,32.087369238685966,516123.36000000004,0.0,0
1996-03-11,32.30556334950903,32.30556334950903,32.30556334950903,32.30556334950903,229136.68,0.0,0
1996-03-12,31.895282694970263,31.895282694970263,31.895282694970263,31.895282694970263,413641.8,0.0,0
1996-03-13,31.27651421068784,31.27651421068784,31.27651421068784,31.27651421068784,310389.47000000003,0.0,0
1996-03-14,30.60406915515805,30.60406915515805,30.60406915515805,30.60406915515805,145057.97999999998,0.0,0
1996-03-15,30.763210314764876,30.763210314764876,30.763210314764876,30.763210314764876,248429.44000000003,0.0,0
1996-03-18,30.877034192929507,30.877034192929507,30.877034192929507,30.877034192929507,82663.35,0.0,0
1996-03-19,30.463281934744252,30.463281934744252,30.463281934744252,30.463281934744252,85043.37,0.0,0
1996-03-20,30.058120285012155,30.058120285012155,30.058120285012155,30.058120285012155,302822.43000000005,0.0,0
1996-03-21,30.56309670580036,30.56309670580036,30.56309670580036,30.56309670580036,124189.88,0.0,0
1996-03-22,29.829582384861148,29.829582384861148,29.829582384861148,29.829582384861148,83138.64,0.0,0
1996-03-25,29.886258591392384,29.886258591392384,29.886258591392384,29.886258591392384,19152.64,0.0,0
1996-03-26,29.724872794998866,29.724872794998866,29.724872794998866,29.724872794998866,109974.48,0.0,0
1996-03-27,30.58689410605383,30.58689410605383,30.58689410605383,30.58689410605383,81637.47,0.0,0
1996-03-28,30.755122023637128,30.755122023637128,30.755122023637128,30.755122023637128,134167.92,0.0,0
1996-03-29,30.56444026709058,30.56444026709058,30.56444026709058,30.56444026709058,161841.96,0.0,0
1996-04-01,30.38716651354145,30.38716651354145,30.38716651354145,30.38716651354145,172903.8,0.0,0
1996-04-02,30.08633356505739,30.08633356505739,30.08633356505739,30.08633356505739,175708.25,0.0,0
1996-04-03,29.776444329337302,29.776444329337302,29.776444329337302,29.776444329337302,221500.50000000003,0.0,0
1996-04-04,28.898039221621854,28.898039221621854,28.898039221621854,28.898039221621854,242836.0,0.0,0
1996-04-08,29.652278045306186,29.652278045306186,29.652278045306186,29.652278045306186,512021.68,0.0,0
1996-04-09,30.402480679852435,30.402480679852435,30.402480679852435,30.402480679852435,142720.80000000002,0.0,0
